68,2,0,0
67.986,2.0113,0.0022727,0.1
67.973,2.0227,0.0045583,0.2
67.959,2.0342,0.0068569,0.3
67.945,2.0457,0.0091684,0.4
67.931,2.0573,0.011493,0.5
67.917,2.0689,0.013831,0.6
67.903,2.0806,0.016182,0.7
67.889,2.0924,0.018546,0.8
67.875,2.1042,0.020924,0.9
67.861,2.1161,0.023315,1
67.846,2.128,0.02572,1.1
67.832,2.14,0.028138,1.2
67.817,2.1521,0.03057,1.3
67.803,2.1643,0.033015,1.4
67.788,2.1765,0.035475,1.5
67.773,2.1888,0.037948,1.6
67.758,2.2011,0.040435,1.7
67.744,2.2135,0.042937,1.8
67.729,2.226,0.045452,1.9
67.713,2.2386,0.047981,2
67.698,2.2512,0.050525,2.1
67.683,2.2639,0.053083,2.2
67.668,2.2766,0.055656,2.3
67.652,2.2894,0.058243,2.4
67.637,2.3023,0.060845,2.5
67.621,2.3153,0.063461,2.6
67.606,2.3283,0.066092,2.7
67.59,2.3414,0.068738,2.8
67.574,2.3546,0.071398,2.9
67.558,2.3678,0.074074,3
67.542,2.3811,0.076765,3.1
67.526,2.3945,0.079471,3.2
67.51,2.4079,0.082191,3.3
67.494,2.4214,0.084928,3.4
67.477,2.435,0.087679,3.5
67.461,2.4487,0.090446,3.6
67.444,2.4624,0.093229,3.7
67.428,2.4762,0.096027,3.8
67.411,2.4901,0.098841,3.9
67.394,2.5041,0.10167,4
67.377,2.5181,0.10452,4.1
67.36,2.5322,0.10738,4.2
67.343,2.5464,0.11026,4.3
67.326,2.5607,0.11315,4.4
67.309,2.575,0.11606,4.5
67.292,2.5894,0.11899,4.6
67.274,2.6039,0.12193,4.7
67.257,2.6184,0.12489,4.8
67.239,2.6331,0.12786,4.9
67.221,2.6478,0.13085,5
67.204,2.6626,0.13386,5.1
67.186,2.6774,0.13689,5.2
67.168,2.6924,0.13993,5.3
67.15,2.7074,0.14299,5.4
67.131,2.7225,0.14607,5.5
67.113,2.7377,0.14916,5.6
67.095,2.753,0.15227,5.7
67.076,2.7683,0.1554,5.8
67.058,2.7837,0.15855,5.9
67.039,2.7992,0.16171,6
67.02,2.8148,0.16489,6.1
67.001,2.8305,0.16809,6.2
66.982,2.8462,0.17131,6.3
66.963,2.8621,0.17454,6.4
66.944,2.878,0.17779,6.5
66.925,2.894,0.18106,6.6
66.906,2.91,0.18435,6.7
66.886,2.9262,0.18766,6.8
66.867,2.9424,0.19098,6.9
66.847,2.9588,0.19433,7
66.827,2.9752,0.19769,7.1
66.807,2.9917,0.20107,7.2
66.787,3.0083,0.20447,7.3
66.767,3.025,0.20789,7.4
66.747,3.0417,0.21133,7.5
66.727,3.0586,0.21478,7.6
66.706,3.0755,0.21826,7.7
66.686,3.0925,0.22175,7.8
66.665,3.1096,0.22527,7.9
66.644,3.1268,0.2288,8
66.624,3.1441,0.23235,8.1
66.603,3.1615,0.23593,8.2
66.582,3.1789,0.23952,8.3
66.56,3.1965,0.24313,8.4
66.539,3.2141,0.24676,8.5
66.518,3.2319,0.25042,8.6
66.496,3.2497,0.25409,8.7
66.475,3.2676,0.25778,8.8
66.453,3.2856,0.2615,8.9
66.431,3.3037,0.26523,9
66.409,3.3219,0.26898,9.1
66.387,3.3402,0.27276,9.2
66.365,3.3586,0.27655,9.3
66.343,3.3771,0.28037,9.4
66.32,3.3956,0.28421,9.5
66.298,3.4143,0.28807,9.6
66.275,3.433,0.29195,9.7
66.252,3.4519,0.29585,9.8
66.229,3.4708,0.29977,9.9
66.206,3.4899,0.30371,10
66.183,3.509,0.30768,10.1
66.16,3.5283,0.31167,10.2
66.137,3.5476,0.31568,10.3
66.113,3.567,0.31971,10.4
66.09,3.5866,0.32376,10.5
66.066,3.6062,0.32784,10.6
66.042,3.6259,0.33194,10.7
66.018,3.6457,0.33606,10.8
65.994,3.6657,0.3402,10.9
65.97,3.6857,0.34436,11
65.946,3.7058,0.34855,11.1
65.921,3.726,0.35276,11.2
65.897,3.7464,0.357,11.3
65.872,3.7668,0.36125,11.4
65.847,3.7873,0.36554,11.5
65.822,3.808,0.36984,11.6
65.797,3.8287,0.37417,11.7
65.772,3.8495,0.37852,11.8
65.747,3.8705,0.38289,11.9
65.721,3.8915,0.38729,12
65.696,3.9127,0.39171,12.1
65.67,3.9339,0.39616,12.2
65.644,3.9553,0.40063,12.3
65.618,3.9768,0.40512,12.4
65.592,3.9984,0.40964,12.5
65.566,4.02,0.41419,12.6
65.539,4.0418,0.41875,12.7
65.513,4.0637,0.42335,12.8
65.486,4.0857,0.42797,12.9
65.46,4.1078,0.43261,13
65.433,4.1301,0.43728,13.1
65.406,4.1524,0.44197,13.2
65.378,4.1748,0.44669,13.3
65.351,4.1974,0.45143,13.4
65.324,4.22,0.4562,13.5
65.296,4.2428,0.461,13.6
65.268,4.2657,0.46582,13.7
65.241,4.2887,0.47067,13.8
65.213,4.3118,0.47554,13.9
65.185,4.335,0.48044,14
65.156,4.3584,0.48537,14.1
65.128,4.3818,0.49032,14.2
65.099,4.4054,0.4953,14.3
65.071,4.429,0.5003,14.4
65.042,4.4528,0.50534,14.5
65.013,4.4767,0.5104,14.6
64.984,4.5007,0.51548,14.7
64.955,4.5249,0.5206,14.8
64.925,4.5491,0.52574,14.9
64.896,4.5735,0.53091,15
64.866,4.598,0.53611,15.1
64.836,4.6226,0.54133,15.2
64.806,4.6473,0.54658,15.3
64.776,4.6721,0.55187,15.4
64.746,4.6971,0.55717,15.5
64.715,4.7221,0.56251,15.6
64.685,4.7473,0.56788,15.7
64.654,4.7727,0.57327,15.8
64.623,4.7981,0.5787,15.9
64.592,4.8236,0.58415,16
64.561,4.8493,0.58963,16.1
64.53,4.8751,0.59514,16.2
64.498,4.901,0.60068,16.3
64.467,4.9271,0.60625,16.4
64.435,4.9532,0.61185,16.5
64.403,4.9795,0.61748,16.6
64.371,5.0059,0.62314,16.7
64.339,5.0325,0.62882,16.8
64.306,5.0591,0.63454,16.9
64.274,5.0859,0.64029,17
64.241,5.1128,0.64607,17.1
64.208,5.1399,0.65188,17.2
64.175,5.167,0.65772,17.3
64.142,5.1943,0.66359,17.4
64.109,5.2217,0.6695,17.5
64.075,5.2493,0.67543,17.6
64.042,5.2769,0.6814,17.7
64.008,5.3047,0.68739,17.8
63.974,5.3327,0.69342,17.9
63.94,5.3607,0.69948,18
63.906,5.3889,0.70557,18.1
63.871,5.4172,0.7117,18.2
63.836,5.4457,0.71785,18.3
63.802,5.4742,0.72404,18.4
63.767,5.5029,0.73026,18.5
63.732,5.5318,0.73651,18.6
63.696,5.5607,0.7428,18.7
63.661,5.5898,0.74912,18.8
63.625,5.6191,0.75547,18.9
63.59,5.6484,0.76186,19
63.554,5.6779,0.76828,19.1
63.518,5.7076,0.77473,19.2
63.481,5.7373,0.78121,19.3
63.445,5.7672,0.78773,19.4
63.408,5.7973,0.79429,19.5
63.372,5.8275,0.80087,19.6
63.335,5.8578,0.8075,19.7
63.298,5.8882,0.81415,19.8
63.26,5.9188,0.82084,19.9
63.223,5.9495,0.82757,20
63.185,5.9804,0.83433,20.1
63.148,6.0114,0.84113,20.2
63.11,6.0425,0.84796,20.3
63.071,6.0737,0.85482,20.4
63.033,6.1052,0.86173,20.5
62.995,6.1367,0.86866,20.6
62.956,6.1684,0.87564,20.7
62.917,6.2002,0.88265,20.8
62.878,6.2322,0.88969,20.9
62.839,6.2643,0.89678,21
62.8,6.2965,0.90389,21.1
62.76,6.3289,0.91105,21.2
62.72,6.3614,0.91824,21.3
62.68,6.3941,0.92547,21.4
62.64,6.4269,0.93274,21.5
62.6,6.4599,0.94004,21.6
62.56,6.493,0.94738,21.7
62.519,6.5262,0.95476,21.8
62.478,6.5596,0.96217,21.9
62.437,6.5931,0.96963,22
62.396,6.6268,0.97712,22.1
62.355,6.6606,0.98465,22.2
62.313,6.6946,0.99222,22.3
62.271,6.7287,0.99983,22.4
62.23,6.7629,1.0075,22.5
62.187,6.7973,1.0152,22.6
62.145,6.8319,1.0229,22.7
62.103,6.8666,1.0306,22.8
62.06,6.9014,1.0384,22.9
62.017,6.9364,1.0463,23
61.974,6.9715,1.0542,23.1
61.931,7.0068,1.0621,23.2
61.888,7.0423,1.0701,23.3
61.844,7.0778,1.0781,23.4
61.8,7.1136,1.0861,23.5
61.756,7.1495,1.0942,23.6
61.712,7.1855,1.1023,23.7
61.668,7.2217,1.1105,23.8
61.623,7.258,1.1187,23.9
61.579,7.2945,1.1269,24
61.534,7.3311,1.1352,24.1
61.489,7.3679,1.1436,24.2
61.443,7.4048,1.1519,24.3
61.398,7.4419,1.1603,24.4
61.352,7.4791,1.1688,24.5
61.306,7.5165,1.1773,24.6
61.26,7.5541,1.1858,24.7
61.214,7.5917,1.1944,24.8
61.167,7.6296,1.203,24.9
61.121,7.6676,1.2117,25
61.074,7.7057,1.2204,25.1
61.027,7.744,1.2292,25.2
60.98,7.7825,1.238,25.3
60.932,7.8211,1.2468,25.4
60.884,7.8599,1.2557,25.5
60.837,7.8988,1.2646,25.6
60.788,7.9379,1.2736,25.7
60.74,7.9771,1.2826,25.8
60.692,8.0165,1.2917,25.9
60.643,8.056,1.3008,26
60.594,8.0957,1.31,26.1
60.545,8.1356,1.3192,26.2
60.496,8.1756,1.3284,26.3
60.447,8.2158,1.3377,26.4
60.397,8.2561,1.347,26.5
60.347,8.2966,1.3564,26.6
60.297,8.3372,1.3659,26.7
60.247,8.378,1.3753,26.8
60.196,8.419,1.3849,26.9
60.145,8.4601,1.3944,27
60.095,8.5014,1.404,27.1
60.044,8.5428,1.4137,27.2
59.992,8.5844,1.4234,27.3
59.941,8.6261,1.4332,27.4
59.889,8.668,1.443,27.5
59.837,8.7101,1.4528,27.6
59.785,8.7523,1.4627,27.7
59.733,8.7947,1.4727,27.8
59.68,8.8372,1.4826,27.9
59.627,8.8799,1.4927,28
59.574,8.9228,1.5028,28.1
59.521,8.9658,1.5129,28.2
59.468,9.009,1.5231,28.3
59.414,9.0523,1.5333,28.4
59.361,9.0958,1.5436,28.5
59.307,9.1395,1.554,28.6
59.252,9.1833,1.5644,28.7
59.198,9.2273,1.5748,28.8
59.143,9.2714,1.5853,28.9
59.088,9.3157,1.5958,29
59.033,9.3602,1.6064,29.1
58.978,9.4048,1.617,29.2
58.923,9.4496,1.6277,29.3
58.867,9.4945,1.6385,29.4
58.811,9.5396,1.6492,29.5
